GO_ID	symbol
GO:0001525	PDPK1
GO:0001525	ADAM12
GO:0001525	FGF16
GO:0001525	HOXA3
GO:0001525	TBX1
GO:0001525	KLF4
GO:0001525	TNFSF12
GO:0001525	SPRY2
GO:0001525	TCF21
GO:0001525	VEGFD
GO:0001525	CXCL13
GO:0001525	SRPX2
GO:0001525	CTNND1
GO:0001525	RAMP1
GO:0001525	RAMP2
GO:0001525	PDCD6
GO:0001525	FGF18
GO:0001525	SLIT2
GO:0001525	SASH1
GO:0001525	EPN2
GO:0001525	CCN6
GO:0001525	RAPGEF3
GO:0001525	CLIC3
GO:0001525	TSPAN12
GO:0001525	CD160
GO:0001525	RECK
GO:0001525	HAND1
GO:0001525	PAK4
GO:0001525	ABL1
GO:0001525	PGK1
GO:0001525	C3
GO:0001525	C5
GO:0001525	EGF
GO:0001525	TGFB1
GO:0001525	PRL
GO:0001525	TNF
GO:0001525	IL1A
GO:0001525	IL1B
GO:0001525	COL4A1
GO:0001525	APOH
GO:0001525	LRG1
GO:0001525	PF4
GO:0001525	CXCL10
GO:0001525	ANG
GO:0001525	ANXA1
GO:0001525	PDGFA
GO:0001525	RLN2
GO:0001525	KRT1
GO:0001525	ERBB2
GO:0001525	HSPB1
GO:0001525	GNAI2
GO:0001525	APOD
GO:0001525	SERPINE1
GO:0001525	IL6
GO:0001525	PRKCB
GO:0001525	FYN
GO:0001525	ATP5F1B
GO:0001525	ITGAV
GO:0001525	KLK3
GO:0001525	ANXA2
GO:0001525	DCN
GO:0001525	SP1
GO:0001525	NGFR
GO:0001525	MMP2
GO:0001525	ITGA2B
GO:0001525	COL4A2
GO:0001525	HMGB1
GO:0001525	SPARC
GO:0001525	HMOX1
GO:0001525	PDGFRB
GO:0001525	ALOX5
GO:0001525	APELA
GO:0001525	CXCL8
GO:0001525	RRAS
GO:0001525	ANXA3
GO:0001525	BMP4
GO:0001525	CRIPTO
GO:0001525	RNH1
GO:0001525	CCL2
GO:0001525	SCG2
GO:0001525	CEACAM1
GO:0001525	F3
GO:0001525	PKM
GO:0001525	HOXB3
GO:0001525	ETS1
GO:0001525	GLUL
GO:0001525	ATF2
GO:0001525	HTN1
GO:0001525	NPR1
GO:0001525	PDGFRA
GO:0001525	NPPB
GO:0001525	PRKCA
GO:0001525	HLA-G
GO:0001525	ENG
GO:0001525	XBP1
GO:0001525	FLT1
GO:0001525	PLCG1
GO:0001525	NCL
GO:0001525	FUT1
GO:0001525	NPR2
GO:0001525	ITGAX
GO:0001525	HOXA5
GO:0001525	EDN2
GO:0001525	EFNA1
GO:0001525	RASA1
GO:0001525	NF1
GO:0001525	S1PR1
GO:0001525	TNFAIP3
GO:0001525	SAT1
GO:0001525	EPHA1
GO:0001525	C5AR1
GO:0001525	TBXA2R
GO:0001525	MDK
GO:0001525	FGFR2
GO:0001525	TGM2
GO:0001525	IL10
GO:0001525	NR4A1
GO:0001525	S100A1
GO:0001525	WARS1
GO:0001525	JAK1
GO:0001525	SP100
GO:0001525	NPPC
GO:0001525	ATP2B4
GO:0001525	GATA2
GO:0001525	CMA1
GO:0001525	GADD45A
GO:0001525	EDNRA
GO:0001525	CD40
GO:0001525	ITGB8
GO:0001525	GRN
GO:0001525	PTPRM
GO:0001525	CD34
GO:0001525	EPHA2
GO:0001525	EPHB2
GO:0001525	PTPN6
GO:0001525	IL12A
GO:0001525	IL12B
GO:0001525	NOS3
GO:0001525	AQP1
GO:0001525	AGTR1
GO:0001525	S100A7
GO:0001525	HOXA7
GO:0001525	AKT1
GO:0001525	CDH5
GO:0001525	ADM
GO:0001525	PTGS2
GO:0001525	RORA
GO:0001525	APLNR
GO:0001525	THBS4
GO:0001525	FBN1
GO:0001525	MYH9
GO:0001525	TIE1
GO:0001525	SOX18
GO:0001525	FLT4
GO:0001525	CHI3L1
GO:0001525	GJA5
GO:0001525	CHRNA7
GO:0001525	BMPR1A
GO:0001525	TGFBR1
GO:0001525	ACVRL1
GO:0001525	TGFBR2
GO:0001525	PPARG
GO:0001525	BRCA1
GO:0001525	COL18A1
GO:0001525	ID1
GO:0001525	LEP
GO:0001525	WNT5A
GO:0001525	CCR2
GO:0001525	STAT1
GO:0001525	PIK3CB
GO:0001525	PRCP
GO:0001525	MCAM
GO:0001525	GATA4
GO:0001525	NOTCH1
GO:0001525	FASLG
GO:0001525	LEPR
GO:0001525	PIK3CG
GO:0001525	CCN3
GO:0001525	SARS1
GO:0001525	CXCR3
GO:0001525	GPR15
GO:0001525	PGF
GO:0001525	VEGFB
GO:0001525	VEGFC
GO:0001525	CAMP
GO:0001525	MEOX2
GO:0001525	MMP14
GO:0001525	BCAM
GO:0001525	MECP2
GO:0001525	CCL11
GO:0001525	CCR3
GO:0001525	PRKX
GO:0001525	HK2
GO:0001525	EFNA3
GO:0001525	EFNB2
GO:0001525	HMGA2
GO:0001525	EPHB3
GO:0001525	EPHB1
GO:0001525	EMP2
GO:0001525	SLC12A2
GO:0001525	CDH13
GO:0001525	PKNOX1
GO:0001525	TBX4
GO:0001525	SYNJ2BP
GO:0001525	NRXN1
GO:0001525	MINAR2
GO:0001525	ISL1
GO:0001525	RHOA
GO:0001525	TGFB2
GO:0001525	BTG1
GO:0001525	RHOB
GO:0001525	YWHAZ
GO:0001525	ACTG1
GO:0001525	ADAM8
GO:0001525	GTF2I
GO:0001525	SRPK2
GO:0001525	JAG1
GO:0001525	GPLD1
GO:0001525	HSPG2
GO:0001525	FOXO4
GO:0001525	RUNX1
GO:0001525	COL4A3
GO:0001525	HHEX
GO:0001525	TGFBR3
GO:0001525	RELA
GO:0001525	NOTCH2
GO:0001525	PTK2
GO:0001525	RBPJ
GO:0001525	EGR3
GO:0001525	ENPEP
GO:0001525	TJP1
GO:0001525	ABCC8
GO:0001525	HYAL1
GO:0001525	FOXC1
GO:0001525	MAP2K5
GO:0001525	PDE3B
GO:0001525	GAB1
GO:0001525	STIM1
GO:0001525	SEMA5A
GO:0001525	AAMP
GO:0001525	IL18
GO:0001525	DAG1
GO:0001525	DSG2
GO:0001525	E2F2
GO:0001525	PTK2B
GO:0001525	FGFBP1
GO:0001525	CASP8
GO:0001525	GPNMB
GO:0001525	PML-RAR
GO:0001525	ANGPT1
GO:0001525	SHH
GO:0001525	TGFBI
GO:0001525	MED1
GO:0001525	TWIST1
GO:0001525	SMAD1
GO:0001525	NFE2L2
GO:0001525	IGFBP7
GO:0001525	CALCRL
GO:0001525	ECM1
GO:0001525	PTGIS
GO:0001525	HIF1A
GO:0001525	CYP1B1
GO:0001525	ECSCR
GO:0001525	AMOT
GO:0001525	EMCN
GO:0001525	Q59EB0
GO:0001525	Q59F17
GO:0001525	Q59F20
GO:0001525	Q59GA0
GO:0001525	Q59GI1
GO:0001525	Q59GQ8
GO:0001525	Q59H09
GO:0001525	Q59HG2
GO:0001525	ZC3H12A
GO:0001525	MIA3
GO:0001525	TMEM201
GO:0001525	RASIP1
GO:0001525	EMC10
GO:0001525	PIK3R6
GO:0001525	DAB2IP
GO:0001525	TMEM215
GO:0001525	DKFZp781F1414
GO:0001525	DKFZp686E13109
GO:0001525	JMJD6
GO:0001525	EPGN
GO:0001525	CCBE1
GO:0001525	VASH1
GO:0001525	DKFZp686J1169
GO:0001525	ADM2
GO:0001525	SPRED1
GO:0001525	NRARP
GO:0001525	ADGRG6
GO:0001525	CLEC14A
GO:0001525	ADIPOR2
GO:0001525	ZNF354C
GO:0001525	HIPK1
GO:0001525	PLXDC1
GO:0001525	SULF1
GO:0001525	AMOTL1
GO:0001525	Q8N2H2
GO:0001525	AGGF1
GO:0001525	MICALL1
GO:0001525	SFRP1
GO:0001525	SIRT6
GO:0001525	BMPER
GO:0001525	NAXE
GO:0001525	OR10J5
GO:0001525	NDNF
GO:0001525	HDAC7
GO:0001525	STAB2
GO:0001525	ROBO4
GO:0001525	PIK3R3
GO:0001525	PXDN
GO:0001525	NRCAM
GO:0001525	HOXB13
GO:0001525	GHSR
GO:0001525	GATA6
GO:0001525	NINJ1
GO:0001525	MYDGF
GO:0001525	CREB3L1
GO:0001525	TMIGD2
GO:0001525	OTULIN
GO:0001525	ZG16B
GO:0001525	NUS1
GO:0001525	SIRT1
GO:0001525	SFRP2
GO:0001525	ADTRP
GO:0001525	APOLD1
GO:0001525	IL17F
GO:0001525	ADGRA2
GO:0001525	JMJD8
GO:0001525	TSPAN18
GO:0001525	PPP1R16B
GO:0001525	NOTCH4
GO:0001525	MEIS3
GO:0001525	EPAS1
GO:0001525	CIB1
GO:0001525	FOXC2
GO:0001525	CCM2
GO:0001525	PDCD10
GO:0001525	CARD10
GO:0001525	JAM3
GO:0001525	EMILIN2
GO:0001525	RSPO3
GO:0001525	ANGPTL4
GO:0001525	PANK2
GO:0001525	Q9BZY1
GO:0001525	EGLN1
GO:0001525	EHD4
GO:0001525	SPTBN4
GO:0001525	SEMA6A
GO:0001525	PDCL3
GO:0001525	TNMD
GO:0001525	HIPK2
GO:0001525	SEMA4A
GO:0001525	SMOC2
GO:0001525	WNK1
GO:0001525	RHOJ
GO:0001525	RGCC
GO:0001525	SOX17
GO:0001525	PROK2
GO:0001525	ZNF304
GO:0001525	NRXN3
GO:0001525	TNFRSF12A
GO:0001525	CD93
GO:0001525	ESM1
GO:0001525	SPINK5
GO:0001525	DLL4
GO:0001525	C1GALT1
GO:0001525	PARVA
GO:0001525	STAB1
GO:0001525	SPHK1
GO:0001525	PLK2
GO:0001525	ERAP1
GO:0001525	EIF2AK3
GO:0001525	FOXJ2
GO:0001525	JCAD
GO:0001525	ADAMTS9
GO:0001525	GHRL
GO:0001525	FBLN5
GO:0001525	ADAMTS1
GO:0001525	CEMIP2
GO:0001525	SLC12A6
GO:0001525	ATP5IF1
GO:0001525	GDF2
GO:0001525	HDAC9
GO:0001525	AGO2
GO:0001525	AGO1
GO:0001525	BLOC1S6
GO:0001525	NOTCH3
GO:0001525	PACSIN2
GO:0001525	MINAR1
GO:0001525	HDAC5
GO:0001525	TNN
GO:0001525	AKT3
GO:0001525	HPSE
GO:0001525	ANGPT4
GO:0001525	AMOTL2
GO:0001525	STARD13
GO:0001525	PLXND1
GO:0001525	LOXL2
GO:0001525	ANGPTL3
GO:0001525	HEY1
GO:0001525	NOX1
GO:0001525	KLF2
GO:0001525	ADGRG1
GO:0001525	EMILIN1
GO:0001525	EPN1
GO:0001525	ROBO1
GO:0001525	HEL-S-62p
GO:0001837	SMAD4
GO:0001837	TGFB1
GO:0001837	VEGFA
GO:0001837	MAD2L2
GO:0001837	SDHAF2
GO:0001837	TGFBR2
GO:0001837	BMP7
GO:0001837	B4DY26
GO:0001837	MCRIP1
GO:0001837	HIF1A
GO:0001837	ACVR1
GO:0001837	F5GXW4
GO:0001837	F5H5T6
GO:0001837	TGFBR3L
GO:0001837	SDCBP
GO:0001837	SMAD7
GO:0001837	TBX3
GO:0001837	LDLRAD4
GO:0001837	TGFB1I1
GO:0001837	SPRY2
GO:0001837	SPRY1
GO:0001837	SNAI2
GO:0001837	KDM1A
GO:0001837	GREM1
GO:0001837	ROCK2
GO:0001837	PDCD6
GO:0001837	LRP6
GO:0001837	SNAI1
GO:0001837	EOMES
GO:0001837	AGT
GO:0001837	IL1B
GO:0001837	COL1A1
GO:0001837	LRG1
GO:0001837	IGF1
GO:0001837	IL6
GO:0001837	EDN1
GO:0001837	HPN
GO:0001837	TGFB3
GO:0001837	FGFR1
GO:0001837	BMP2
GO:0001837	BMP4
GO:0001837	NCAM1
GO:0001837	HGF
GO:0001837	ENG
GO:0001837	DDX5
GO:0001837	EFNA1
GO:0001837	MDK
GO:0001837	FGFR2
GO:0001837	BMP5
GO:0001837	GATA3
GO:0001837	EDNRA
GO:0001837	S100A4
GO:0001837	MSX1
GO:0001837	EPHA3
GO:0001837	CTNNB1
GO:0001837	TGFBR1
GO:0001837	ACVRL1
GO:0001837	WNT5A
GO:0001837	MTOR
GO:0001837	NKX2-1
GO:0001837	NOTCH1
GO:0001837	SOX9
GO:0001837	GSK3B
GO:0001837	HMGA2
GO:0001837	EPHA4
GO:0001837	EMP2
GO:0001837	FGF8
GO:0001837	FOXA1
GO:0001837	WNT4
GO:0001837	GSC
GO:0001837	LOXL3
GO:0001837	PTEN
GO:0001837	ISL1
GO:0001837	TGFB2
GO:0001837	PPP2CA
GO:0001837	ADAM8
GO:0001837	JAG1
GO:0001837	SMAD3
GO:0001837	DAB2
GO:0001837	TGFBR3
GO:0001837	PTK2
GO:0001837	RBPJ
GO:0001837	FOXF2
GO:0001837	FOXC1
GO:0001837	TIAM1
GO:0001837	BAMBI
GO:0001837	NOG
GO:0001837	TRIM28
GO:0001837	TCOF1
GO:0001837	SLC39A6
GO:0001837	ROCK1
GO:0001837	DSG2
GO:0001837	NOLC1
GO:0001837	CUL7
GO:0001837	TWIST1
GO:0001837	ALX1
GO:0001837	SMAD2
GO:0001837	EZH2
GO:0001837	SPRED3
GO:0001837	ZNF750
GO:0001837	SP6
GO:0001837	PDCD4
GO:0001837	KLHL12
GO:0001837	CRB2
GO:0001837	DAB2IP
GO:0001837	USF3
GO:0001837	VASN
GO:0001837	SPSB3
GO:0001837	AKNA
GO:0001837	SPRED2
GO:0001837	SPRED1
GO:0001837	BCL9L
GO:0001837	FBXO11
GO:0001837	PDPN
GO:0001837	APLF
GO:0001837	GCNT2
GO:0001837	SFRP1
GO:0001837	IL17RD
GO:0001837	KBTBD8
GO:0001837	DLG5
GO:0001837	HAS2
GO:0001837	DDX17
GO:0001837	ADIPOR1
GO:0001837	FERMT2
GO:0001837	SFRP2
GO:0001837	QKI
GO:0001837	AMELX
GO:0001837	NOTCH4
GO:0001837	TBX5
GO:0001837	HNRNPAB
GO:0001837	OLFM1
GO:0001837	OVOL2
GO:0001837	FUZ
GO:0001837	WWTR1
GO:0001837	WNT8A
GO:0001837	CHRD
GO:0001837	GLIPR2
GO:0001837	SACK1D
GO:0001837	RGCC
GO:0001837	ZNF703
GO:0001837	KAT8
GO:0001837	POLR1B
GO:0001837	ELL3
GO:0001837	EPB41L5
GO:0001837	HEYL
GO:0001837	TCF7L2
GO:0001837	MARK1
GO:0001837	HEY2
GO:0001837	PEF1
GO:0001837	LEF1
GO:0001837	TASOR
GO:0001837	SLC39A10
GO:0001837	TBX20
GO:0001837	FOXA2
GO:0001837	AXIN2
GO:0001837	LOXL2
GO:0001837	HEY1
GO:0008283	PTEN
GO:0008283	LMBR1L
GO:0008283	SMAD4
GO:0008283	RHOA
GO:0008283	PHF7
GO:0008283	A0A024R3Y4
GO:0008283	MNAT1
GO:0008283	A0A024R693
GO:0008283	A0A024R6G3
GO:0008283	GPR56
GO:0008283	RNF10
GO:0008283	FAK
GO:0008283	EPPK1
GO:0008283	BMP7
GO:0008283	IGFBP3
GO:0008283	SSBP3
GO:0008283	FGFR2
GO:0008283	FGFR1
GO:0008283	PRAMEF9
GO:0008283	FGF2
GO:0008283	VEGFA
GO:0008283	TNFSF13
GO:0008283	PDGFA
GO:0008283	FOXE3
GO:0008283	TNFSF12-TNFSF13
GO:0008283	PTPN22
GO:0008283	A0A0B4U6M2
GO:0008283	CD276
GO:0008283	MT-RNR1
GO:0008283	AGER
GO:0008283	HSPA1B
GO:0008283	PRAMEF33
GO:0008283	PRAMEF25
GO:0008283	BTG3
GO:0008283	ERBB4
GO:0008283	ACVRL1
GO:0008283	BAK1
GO:0008283	CRK
GO:0008283	BTC
GO:0008283	NPM1
GO:0008283	S100B
GO:0008283	STK11
GO:0008283	NCK2
GO:0008283	TP63
GO:0008283	PDE9A
GO:0008283	NCK1
GO:0008283	KIT
GO:0008283	TNLG7B
GO:0008283	TNLG8A
GO:0008283	TNLG2A
GO:0008283	CD86
GO:0008283	A0A0Y0IMM4
GO:0008283	A0A0Y0J542
GO:0008283	TNF
GO:0008283	PRAMEF18
GO:0008283	A0A140VJE6
GO:0008283	A0A140VJU3
GO:0008283	A0A140VKG3
GO:0008283	JAK2
GO:0008283	GHRHR
GO:0008283	APC
GO:0008283	KSR1
GO:0008283	ICOSLG
GO:0008283	TINCR
GO:0008283	FGFR3
GO:0008283	A0A384MDX3
GO:0008283	A0A384ME03
GO:0008283	A0A384MEJ5
GO:0008283	A0A384N611
GO:0008283	A0A384NPR0
GO:0008283	A0A384NPY9
GO:0008283	A0A384NYY3
GO:0008283	A0A384P5C6
GO:0008283	THPO
GO:0008283	VSIG4
GO:0008283	PPARG
GO:0008283	TGFB1
GO:0008283	CD4
GO:0008283	ARG1
GO:0008283	ADGRG1
GO:0008283	NELFB
GO:0008283	PPARG5
GO:0008283	A0A6G6A825
GO:0008283	ADAMTS1
GO:0008283	BTG4
GO:0008283	SHANK3
GO:0008283	GOLGB1
GO:0008283	EXTL3
GO:0008283	CTLA4
GO:0008283	PTK2
GO:0008283	PTPRJ
GO:0008283	BIRC6
GO:0008283	SRPK2
GO:0008283	KAT7
GO:0008283	OVOL3
GO:0008283	SSTR5
GO:0008283	PRAMEF22
GO:0008283	TMEM127
GO:0008283	TGFBR2
GO:0008283	HDAC1
GO:0008283	CD28
GO:0008283	KRAS
GO:0008283	TEK
GO:0008283	ZNF335
GO:0008283	ERBB2
GO:0008283	FGF1
GO:0008283	EGF
GO:0008283	HDAC2
GO:0008283	LGALS9
GO:0008283	PML
GO:0008283	LYN
GO:0008283	MAPK1
GO:0008283	TGFB3
GO:0008283	SLAMF1
GO:0008283	FGFR4
GO:0008283	DNAJA3
GO:0008283	SLC35F6
GO:0008283	LGALS3
GO:0008283	FRZB
GO:0008283	FLT4
GO:0008283	THBS1
GO:0008283	BRAT1
GO:0008283	PDGFRB
GO:0008283	ATG13
GO:0008283	PTK2B
GO:0008283	TGFA
GO:0008283	MMRN2
GO:0008283	MMP9
GO:0008283	EGFR
GO:0008283	PGF
GO:0008283	LGALS9B
GO:0008283	CDC25A
GO:0008283	WWC1
GO:0008283	RARRES1
GO:0008283	YAP1
GO:0008283	NRP1
GO:0008283	DLEC1
GO:0008283	WWC2
GO:0008283	LGALS9C
GO:0008283	SFRP4
GO:0008283	LRP5
GO:0008283	FLT1
GO:0008283	TIAL1
GO:0008283	CTNNBIP1
GO:0008283	VEGFB
GO:0008283	TYROBP
GO:0008283	SAV1
GO:0008283	S100A11
GO:0008283	HMGB1
GO:0008283	CDC25C
GO:0008283	ADAMTS8
GO:0008283	KITLG
GO:0008283	CSF1R
GO:0008283	SFRP2
GO:0008283	CDK4
GO:0008283	HMGB2
GO:0008283	MELK
GO:0008283	KDR
GO:0008283	MDM4
GO:0008283	SFRP1
GO:0008283	NOTCH2
GO:0008283	NACC2
GO:0008283	CDK6
GO:0008283	NANOG
GO:0008283	THAP1
GO:0008283	PRKD2
GO:0008283	BMP6
GO:0008283	VEGFD
GO:0008283	TMIGD1
GO:0008283	MUSTN1
GO:0008283	PDGFRA
GO:0008283	PDCD1LG2
GO:0008283	MAPK3
GO:0008283	PDGFB
GO:0008283	FEZF1
GO:0008283	EPGN
GO:0008283	GDF8
GO:0008283	ODAM
GO:0008283	ZBTB7C
GO:0008283	A2NWD3
GO:0008283	TMEM131L
GO:0008283	SBNO1
GO:0008283	PRAMEF27
GO:0008283	NPY
GO:0008283	A4GW21
GO:0008283	CCDC88B
GO:0008283	NKX2-6
GO:0008283	MEIS3P1
GO:0008283	NUPR2
GO:0008283	RASSF10
GO:0008283	YJEFN3
GO:0008283	A6XND0
GO:0008283	A6XND1
GO:0008283	A8K0K2
GO:0008283	A8K0S6
GO:0008283	MEIS3P2
GO:0008283	A8K147
GO:0008283	A8K2T7
GO:0008283	A8K379
GO:0008283	A8K3D9
GO:0008283	IL11
GO:0008283	PTPN1
GO:0008283	A8K4D1
GO:0008283	A8K4G3
GO:0008283	A8K4G9
GO:0008283	A8K5C4
GO:0008283	HSPA1A
GO:0008283	A8K632
GO:0008283	A8K694
GO:0008283	A8K6N4
GO:0008283	A8K6Q6
GO:0008283	A8K852
GO:0008283	A8K8R5
GO:0008283	A8K910
GO:0008283	A8K9J6
GO:0008283	A8K9V7
GO:0008283	EIF2C3
GO:0008283	A8KAE3
GO:0008283	A8KAM5
GO:0008283	A8KAM8
GO:0008283	A8KAP4
GO:0008283	STIMATE-MUSTN1
GO:0008283	A9CB80
GO:0008283	TOB2
GO:0008283	B2R5H0
GO:0008283	CSK
GO:0008283	B2R6S4
GO:0008283	B2R6W4
GO:0008283	B2R7S9
GO:0008283	B2R7T2
GO:0008283	B2RAG9
GO:0008283	B2RAL4
GO:0008283	B2RB33
GO:0008283	B2RC63
GO:0008283	HMGB1P1
GO:0008283	B2ZPJ8
GO:0008283	B3KM81
GO:0008283	B3KQN7
GO:0008283	B3KQV4
GO:0008283	B3KSM5
GO:0008283	B3KTQ1
GO:0008283	B3KUJ5
GO:0008283	B3KVF9
GO:0008283	B3KVH9
GO:0008283	B3KVJ2
GO:0008283	B3KVX9
GO:0008283	B3KWQ4
GO:0008283	B3KWW5
GO:0008283	B4DDP4
GO:0008283	B4DEW5
GO:0008283	B4DG18
GO:0008283	B4DG91
GO:0008283	B4DHN0
GO:0008283	B4DJ40
GO:0008283	B4DJD7
GO:0008283	B4DK26
GO:0008283	B4DKP4
GO:0008283	B4DM06
GO:0008283	B4DNT8
GO:0008283	B4DNX3
GO:0008283	B4DP07
GO:0008283	B4DQP9
GO:0008283	B4DTR1
GO:0008283	B4DUF7
GO:0008283	B4DV67
GO:0008283	B4DVP4
GO:0008283	B4DVP5
GO:0008283	B4DVW0
GO:0008283	CD19
GO:0008283	B4DX61
GO:0008283	B4DY26
GO:0008283	B4DYV1
GO:0008283	B4DZ93
GO:0008283	B4E0L1
GO:0008283	B4E125
GO:0008283	B4E1T4
GO:0008283	B4E2E4
GO:0008283	B4E3H8
GO:0008283	RAGE
GO:0008283	VSTM2A
GO:0008283	TARM1
GO:0008283	NR1C3
GO:0008283	NR2E1
GO:0008283	B7Z1W8
GO:0008283	B7Z2I3
GO:0008283	B7Z450
GO:0008283	B7Z4D9
GO:0008283	B7Z507
GO:0008283	B7Z7K8
GO:0008283	B7Z885
GO:0008283	B7Z965
GO:0008283	B7Z986
GO:0008283	B7ZA28
GO:0008283	B7ZA61
GO:0008283	B7ZAT0
GO:0008283	NRP2
GO:0008283	FLT3LG
GO:0008283	PRAMEF1
GO:0008283	CD40LG
GO:0008283	BMP2
GO:0008283	SERPINF2
GO:0008283	D2CGD1
GO:0008283	TNFAIP3
GO:0008283	ABI3BP
GO:0008283	D6R8Y8
GO:0008283	THAP9
GO:0008283	THAP6
GO:0008283	RB1CC1
GO:0008283	IL12A
GO:0008283	CDKN1B
GO:0008283	CD3E
GO:0008283	NR1D1
GO:0008283	BLOC1S2
GO:0008283	F2YGG7
GO:0008283	BNC1
GO:0008283	PRKD1
GO:0008283	EPO
GO:0008283	HCK
GO:0008283	PRAMEF26
GO:0008283	TMEM250
GO:0008283	H3BM21
GO:0008283	I4AY87
GO:0008283	GPC3
GO:0008283	IL34
GO:0008283	EZR-ROS1
GO:0008283	K4HSH7
GO:0008283	K4HYZ8
GO:0008283	SMIM22
GO:0008283	K7N7S0
GO:0008283	TP53
GO:0008283	K9MRS9
GO:0008283	K9MSY5
GO:0008283	ITGB3
GO:0008283	BMP5
GO:0008283	FZD9
GO:0008283	CCL24
GO:0008283	SULT2B1
GO:0008283	BMPR1B
GO:0008283	CACNB4
GO:0008283	CDC7
GO:0008283	PIK3CD
GO:0008283	EML1
GO:0008283	LST1
GO:0008283	MEIS1
GO:0008283	BTN3A1
GO:0008283	NR5A2
GO:0008283	CLDN5
GO:0008283	KRIT1
GO:0008283	PES1
GO:0008283	DLL1
GO:0008283	SDCBP
GO:0008283	CCN1
GO:0008283	NFIB
GO:0008283	E2F3
GO:0008283	WNT10B
GO:0008283	WNT7A
GO:0008283	PLPP1
GO:0008283	ADGRB1
GO:0008283	CXCL11
GO:0008283	ENPP3
GO:0008283	DVL2
GO:0008283	ADAM10
GO:0008283	TP53I11
GO:0008283	KMT2D
GO:0008283	ITGB1BP1
GO:0008283	NHERF1
GO:0008283	TERT
GO:0008283	MEIS2
GO:0008283	PTEN2
GO:0008283	MSTN
GO:0008283	TNFRSF13B
GO:0008283	IFIT3
GO:0008283	IRF6
GO:0008283	KLF11
GO:0008283	WNT9A
GO:0008283	CASK
GO:0008283	EREG
GO:0008283	HGS
GO:0008283	ZNF609
GO:0008283	PLXNB2
GO:0008283	PER2
GO:0008283	SMAD7
GO:0008283	TBX3
GO:0008283	ZBTB7B
GO:0008283	ALOX15B
GO:0008283	PPM1D
GO:0008283	POLR3G
GO:0008283	TP73
GO:0008283	BIRC5
GO:0008283	CFLAR
GO:0008283	FGF10
GO:0008283	CYP27B1
GO:0008283	PDPK1
GO:0008283	RGS5
GO:0008283	FABP7
GO:0008283	CLDN3
GO:0008283	PLXNB1
GO:0008283	RBFOX2
GO:0008283	SPINT1
GO:0008283	TGFB1I1
GO:0008283	MTSS1
GO:0008283	MAP3K7
GO:0008283	FGF16
GO:0008283	EEF1E1
GO:0008283	WDR62
GO:0008283	THAP12
GO:0008283	TBX1
GO:0008283	PTH2
GO:0008283	KLF4
GO:0008283	TNFSF12
GO:0008283	SMAD6
GO:0008283	TNFSF14
GO:0008283	SNAI2
GO:0008283	PRC1
GO:0008283	TRAF3IP2
GO:0008283	CHP2
GO:0008283	p27 kip1
GO:0008283	STRN
GO:0008283	SOX15
GO:0008283	FGF17
GO:0008283	KLK8
GO:0008283	ST18
GO:0008283	NUAK1
GO:0008283	KDM1A
GO:0008283	NUPR1
GO:0008283	GDF9
GO:0008283	GSDME
GO:0008283	DLX3
GO:0008283	GREM1
GO:0008283	MTGR1
GO:0008283	KLHL41
GO:0008283	PRAMEF10
GO:0008283	PRAMEF4
GO:0008283	PRAMEF2
GO:0008283	PRAMEF11
GO:0008283	DNAJA2
GO:0008283	FKTN
GO:0008283	CBFA2T3
GO:0008283	FZD7
GO:0008283	NDUFS2
GO:0008283	ZPR1
GO:0008283	PDCD6
GO:0008283	PITX3
GO:0008283	TRIM3
GO:0008283	ULK1
GO:0008283	DEAF1
GO:0008283	ERN1
GO:0008283	CRLF1
GO:0008283	ZNF324
GO:0008283	TNFRSF21
GO:0008283	PRKRA
GO:0008283	SERPINB7
GO:0008283	UTP20
GO:0008283	BCAR3
GO:0008283	CNMD
GO:0008283	PIAS1
GO:0008283	SASH3
GO:0008283	NEURL1
GO:0008283	FGF18
GO:0008283	JTB
GO:0008283	DDAH1
GO:0008283	ALDH1A2
GO:0008283	ACTL6B
GO:0008283	UFL1
GO:0008283	PHF14
GO:0008283	TOX
GO:0008283	GLCE
GO:0008283	KCNK2
GO:0008283	S1PR2
GO:0008283	MFN2
GO:0008283	KCNH1
GO:0008283	RASGRP1
GO:0008283	SIX3
GO:0008283	ARIH2
GO:0008283	CCN4
GO:0008283	CCN6
GO:0008283	BMP10
GO:0008283	PRAMEF12
GO:0008283	STAMBP
GO:0008283	CEP43
GO:0008283	CRTAM
GO:0008283	FGF19
GO:0008283	LDOC1
GO:0008283	TBC1D8
GO:0008283	IL33
GO:0008283	CER1
GO:0008283	CLDN1
GO:0008283	GLP2R
GO:0008283	SLC25A27
GO:0008283	SYF2
GO:0008283	EFEMP2
GO:0008283	DRC4
GO:0008283	ACTL6A
GO:0008283	PNP
GO:0008283	ABL1
GO:0008283	AGT
GO:0008283	TIMP1
GO:0008283	FOS
GO:0008283	MYC
GO:0008283	NRAS
GO:0008283	HRAS
GO:0008283	NGF
GO:0008283	GNRH1
GO:0008283	AVP
GO:0008283	PENK
GO:0008283	CGA
GO:0008283	FSHB
GO:0008283	PRL
GO:0008283	VIP
GO:0008283	GHRH
GO:0008283	INS
GO:0008283	IGF2
GO:0008283	LTA
GO:0008283	IFNB1
GO:0008283	IFNG
GO:0008283	IL1A
GO:0008283	IL1B
