gene,mitochondrial,mtdna_encoded,reference_only,mean_log_expr_training,clamp_delta,score_emt,score_migration_independent,score_invasion_independent,score_epithelial,z_emt,z_migration_independent,z_invasion_independent,z_epithelial,z_combined,z_combined_count_only,z_combined_quintile,z_combined_half_a,z_combined_half_b,p_empirical,fdr_bh,spearman_with_epithelial_state,direction_primary,direction_count_only,direction_quintile,stable_halves,called
DNM1L,True,False,False,0.2575216369379746,-0.2729909217946867,0.0032206211264685183,0.0018736566880421053,0.00421863886644175,0.004888228850151247,-0.06854845168966688,-0.18460832195055962,-0.058886873644752535,0.037480313994263374,-0.3495239612792424,-0.37563940512874416,-0.0244532664937937,-0.44240659336838495,-0.274585932799194,0.5645161290322581,0.7847597600646542,0.06555714160058845,False,False,False,False,False
APOO,True,False,False,0.09081759526864674,-0.11453626619651303,0.0030315804109954094,0.0012568745313637753,0.00241227956371855,0.0015589357668030917,-0.07735937211611614,-0.25133537161979536,-0.1606881398126329,-0.13548136127771174,-0.3539015222708327,-0.36297967776021844,0.2922167625767679,-0.4597151483550963,-0.3053552338962199,0.5663771712158809,0.7847597600646542,0.07576303285769312,False,False,False,False,False
BIK,True,False,False,0.18279828389628375,-0.20595111803210134,0.0025677659706077557,0.0015544794616275824,0.0025246493094435354,0.0019189551632308901,-0.09897710730435941,-0.21913875446979703,-0.15435530094911296,-0.11677782380664745,-0.3556933389166219,-0.3606107141638231,0.07168786065102745,-0.4766723333105053,-0.2708408285295838,0.5669975186104218,0.7847597600646542,0.0708388214794835,False,False,False,False,False
MTFR1,True,False,False,0.15033151965773825,-0.1572721238611051,0.002204059047737612,0.0016760832301352653,0.0033373779183248644,0.0027342682466253527,-0.11592897266276897,-0.20598295770538083,-0.10855223103370444,-0.07442110925953135,-0.3560430521423229,-0.3697722557918153,0.5614146394704957,-0.378550548501523,-0.3655926770893775,0.5669975186104218,0.7847597600646542,0.06356719257711226,False,False,False,False,False
TIMM21,True,False,False,0.09230324814416427,-0.10097167532985303,0.0035931818663335513,0.0015001851761898325,0.003406271235186023,0.0036966859841665247,-0.05118392244127425,-0.2250126232935507,-0.10466959988917092,-0.02442209144125605,-0.3564440541827398,-0.37715272151104823,0.4663380621805018,-0.41220639165817047,-0.362203205248825,0.5669975186104218,0.7847597600646542,0.06373354576111417,False,False,False,False,False
CITED2,True,False,False,0.06616543408906078,-0.08146645834384998,0.004086700049612939,0.0011204518386976135,0.0016111890197650267,0.00141282119583507,-0.028181737800796417,-0.2660943650358345,-0.2058353215314858,-0.14307222827067093,-0.35703919609744583,-0.36701753888652644,0.24356412048629655,-0.35509030021720445,-0.4408733916342227,0.5676178660049628,0.7847597600646542,0.10539832612004259,False,False,True,False,False
MIEF1,True,False,False,0.16096915164765305,-0.17918549733618253,0.0030543742589499963,0.0014650321775460465,0.0043187593320132426,0.00417112526196156,-0.076296983095646,-0.22881567735587793,-0.0532443693272948,0.00022572725415616015,-0.35858275703297493,-0.36807752758305745,0.016997308733802473,-0.4096647946815869,-0.3434354059978306,0.5676178660049628,0.7847597600646542,0.041881665727450994,False,False,False,False,False
MRPL45,True,False,False,0.25965572028592504,-0.28957253411767503,0.0044599121670446246,0.0008547394816221217,0.003369059273495245,0.0031686088920710683,-0.01078684876513265,-0.2948406597467446,-0.10676676007817701,-0.05185647352627472,-0.36053779506377953,-0.3570413594781386,-0.26839308124314804,-0.43021377518814086,-0.304027086354114,0.5682382133995038,0.7847597600646542,0.06642864879735631,False,False,False,False,False
NUDT2,True,False,False,0.16481691660206635,-0.19148474001891183,0.002906770428430401,0.0012878403210059713,0.004133612374220287,0.0035675630629639463,-0.08317658891015245,-0.24798531396795,-0.06367872460868271,-0.031130217222945816,-0.3637104102638393,-0.3672328972297965,0.17742031720284668,-0.534700655968667,-0.2375538867162256,0.5694789081885856,0.7847597600646542,0.04021824668589351,False,False,False,False,False
FASTK,True,False,False,0.23411818880156518,-0.25402937133081516,0.0016197109235499259,0.0021919569772994515,0.003932097882858818,0.00410497875390677,-0.14316461240671075,-0.1501727615488278,-0.07503550747067872,-0.0032106811845511894,-0.36516220024166607,-0.3727708792960043,-0.2488053972736287,-0.3385673427875863,-0.4130978471194948,0.5700992555831266,0.7847597600646542,-0.0029192691734263023,False,False,False,False,False
IDH2,True,False,False,0.1906542907403624,-0.2073850037627668,0.0033343841259579803,0.0014855344462418284,0.0014474293166909034,0.0015726764443541874,-0.0632461191552853,-0.22659762372578737,-0.21506435204334984,-0.13476751285730787,-0.3701405820671146,-0.3753173326087546,-0.052888164598966,-0.3636296123538885,-0.397810829754651,0.5713399503722084,0.7847597600646542,0.05639656707266118,False,False,False,False,False
SLC25A32,True,False,False,0.08507528118336471,-0.09558288206280882,0.002769129942740376,0.0016421788865470216,0.0024557387418247855,0.0025009978021670425,-0.0895918173112804,-0.2096509250648767,-0.15823890429721776,-0.08653985214424371,-0.3709417945291312,-0.38688175407877157,0.4730732489330322,-0.41367326527758735,-0.3909503637760819,0.5713399503722084,0.7847597600646542,0.06881389738307836,False,False,False,False,False
PDSS1,True,False,False,0.0590124594203234,-0.07286467559753426,0.003259961859575584,0.0013459333870353607,0.0031108615916368605,0.0031654883346545707,-0.06671483575112669,-0.24170047115852536,-0.12131804613470465,-0.052018591076465594,-0.37771476196789106,-0.3873874519485324,0.5057413602942291,-0.39308301991204414,-0.4506334843941685,0.5732009925558312,0.7847597600646542,0.0994498332180185,False,False,False,False,False
LETM1,True,False,False,0.2987462414106034,-0.34828451438227487,0.006575970649084799,0.0016383567824523407,0.004729994432348836,0.008509954151408984,0.08783964477255797,-0.21006442232157468,-0.03006833018396061,0.2256342733478413,-0.37792738108081864,-0.38014465104658346,0.035135476088897694,-0.47940824654741104,-0.27912755146827156,0.5738213399503722,0.7847597600646542,0.08762473234152102,False,False,False,False,False
QTRT1,True,False,False,0.10443307742080009,-0.1200257105361199,0.002742001334409427,0.0007904733422273033,0.00237899204830668,0.0007634117457959492,-0.09085624338312472,-0.3017933412227176,-0.16256412938536216,-0.17681000491100776,-0.3784037090801967,-0.3898630294308283,0.16743001106598843,-0.44793725043344335,-0.3595695311589195,0.5738213399503722,0.7847597600646542,0.09589030782827845,False,False,True,False,False
NDUFB2,True,False,False,1.5346596536238195,-0.7844137208164192,0.0033876888840997815,0.0022073031731177275,0.0014709902615896685,0.003426310402702267,-0.06076165975635045,-0.14851252160914685,-0.2137365242855001,-0.03846850079962435,-0.3845422048513731,-0.4795835780893709,-0.38749595996682185,-0.2906259913615563,-0.4653156848496034,0.575062034739454,0.7847597600646542,0.06806113515664308,False,False,False,False,False
NDUFS2,True,False,False,0.20576404840139634,-0.2284935122505603,0.002830250602020845,0.0005819863949534482,9.213241347107311e-05,-0.001947906950535664,-0.08674306981270814,-0.3243486611772558,-0.29144502590662064,-0.3176670013284371,-0.38486975556814745,-0.38812302264707854,-0.26980598214179274,-0.5359628931822289,-0.24715423443484635,0.575062034739454,0.7847597600646542,0.042269149645119936,True,True,False,False,False
COQ7,True,False,False,0.06818023776396866,-0.0810152220401334,0.0029423300863694315,0.0011784686020815227,0.002927845859479646,0.002515162073549281,-0.08151920353839044,-0.25981777708650866,-0.13163229160854717,-0.08580399740092533,-0.38716527483252094,-0.4025925337580206,0.46424278830684346,-0.4573070937243149,-0.3992286132722671,0.575062034739454,0.7847597600646542,0.05695345429276305,False,False,False,False,False
CHCHD6,True,False,False,0.19684466888382718,-0.2253473365708294,0.0043246480451402105,0.001315754737649538,0.0030178929609783927,0.0041647050004080975,-0.017091318210620217,-0.24496537143930383,-0.12655749340339476,-0.00010781478199714391,-0.38850636827132173,-0.4012933040066116,-0.2520611880310665,-0.33377504660626733,-0.4719605785029231,0.575062034739454,0.7847597600646542,0.08467829626432392,False,False,False,False,False
PDHX,True,False,False,0.11396203116292886,-0.12347083737140574,0.0028867677193349477,0.0010022492697020283,0.002461170181697129,0.0016316408893910978,-0.08410888689533713,-0.27888220042795514,-0.15793280381361757,-0.13170422316194408,-0.38921966797496577,-0.39843234396210486,0.29888714451993426,-0.35422802950236487,-0.4563664410111322,0.575062034739454,0.7847597600646542,0.06782198598823233,False,False,False,False,False
ACADM,True,False,False,0.1232317418801544,-0.1401086395533252,0.0033350503042177066,0.001309456513444743,0.002405141418243954,0.002666029512181785,-0.06321506952863959,-0.24564674964519204,-0.16109042536363535,-0.07796621193818448,-0.3919860325992825,-0.4024976508360024,0.0786708571233383,-0.3613812172801062,-0.4628764960586198,0.575682382133995,0.7847597600646542,0.06607427250740851,False,False,False,False,False
ACSL1,True,False,False,0.07989110574004261,-0.10299436206015243,0.004378595455936291,0.0005867061009825452,0.002042354227251301,0.0017123293602836034,-0.014576905680242063,-0.323838056168311,-0.1815360783059172,-0.12751233835297235,-0.39243870180149787,-0.40210828156542733,0.2679334386232352,-0.5377361484653285,-0.3074870191211177,0.575682382133995,0.7847597600646542,0.12745511595463768,False,False,False,False,False
ACSL3,True,False,False,0.5051290681565753,-0.5131515049807769,-0.0038029140952603735,0.0026672323752056576,0.0009794441780552098,-0.002346554037049569,-0.3959054964201704,-0.09875472887835152,-0.24143866173303458,-0.33837730414635414,-0.39772158288520243,-0.41510614561260156,-0.6376378423391582,-0.3998669523703485,-0.3969162846135235,0.5775434243176178,0.7847597600646542,5.890381673341468e-05,False,False,False,False,False
RHOT1,True,False,False,0.10539674640205736,-0.11455497342588261,0.0029500894665278367,0.0012366861372301895,0.0020149266290972094,0.0018765206587424508,-0.08115754980171697,-0.25351946849015355,-0.18308181962981712,-0.1189823587640431,-0.3987764791576445,-0.4089711994687271,0.23719604906757671,-0.4600188455360499,-0.3801088988306975,0.5781637717121588,0.7847597600646542,0.050731960993570475,False,False,False,False,False
ELAC2,True,False,False,0.12965507844708998,-0.15197202241624655,0.0029774024662372793,0.0015113643045549048,0.0019719295702242045,0.002479077280930379,-0.07988452950846822,-0.22380320073552432,-0.18550501142126635,-0.08767865548207282,-0.40151408618318607,-0.4231988759410369,0.3373618784806518,-0.383645044933111,-0.45206276192603806,0.5800248138957816,0.7847597600646542,0.07112239444941881,False,False,False,False,False
SCO1,True,False,False,0.12395237398916036,-0.14351006278109427,0.003568360930639355,0.001267949036962773,0.003299357724700169,0.00394483354070595,-0.05234079115479056,-0.2501372677557889,-0.11069494087283055,-0.01153046068985854,-0.40164253909355146,-0.4216694895570921,0.3179083859433449,-0.44506576780473606,-0.3988364646801302,0.5800248138957816,0.7847597600646542,0.06091978399017054,False,False,False,False,False
QRSL1,True,False,False,0.08157993193411887,-0.08974286126412928,0.0030324360937860665,0.0010374126761723867,0.002950400472325751,0.002631434555287956,-0.07731948995126137,-0.2750780203869447,-0.13036117785936208,-0.07976347086088074,-0.40299521733668736,-0.41476098482276447,0.7176706092586939,-0.5336409069071879,-0.31898146874092725,0.5812655086848635,0.7847597600646542,0.07276528102652118,False,False,False,False,False
RAF1,True,False,False,0.20519733713133526,-0.22635266346208027,0.0019795381336137315,0.0011352251280918205,0.0038249527180208194,0.002862452644037847,-0.12639357497591755,-0.26449610541611046,-0.08107390383392205,-0.06776174116992566,-0.40420184305602436,-0.422000821666487,-0.3282985571840832,-0.516572886659662,-0.28847611635279474,0.5812655086848635,0.7847597600646542,0.025337114706236948,False,False,False,False,False
CLPB,True,False,False,0.06907447146235973,-0.08287250674934189,0.002925798161836692,0.0014037565154533158,0.0013462522770659908,0.0016286374172608364,-0.08228973316313022,-0.2354448317561881,-0.22076640186555635,-0.13186025795920508,-0.4066407088256696,-0.417690143857463,0.45534770338618147,-0.4529311844418812,-0.43153321751568496,0.5843672456575683,0.7847597600646542,0.09854628093913556,False,False,False,False,False
FBXO7,True,False,False,0.3249138906876357,-0.34142940574020064,0.0020713814406278937,0.0013477786918328163,0.0017366906460709246,0.0012277128925774576,-0.12211288831125644,-0.24150083544672424,-0.19876240727527575,-0.15268887704164408,-0.4096872539916124,-0.4177391514486337,-0.31267602204544054,-0.4465756883895503,-0.38186933034830817,0.5856079404466501,0.7847597600646542,0.040285498180057916,False,False,False,False,False
MRPL10,True,False,False,0.21241701990365378,-0.2404247649503261,0.004885722502102059,0.0011110421066739804,0.00103073497718435,0.0025014018367519476,0.009059568815129015,-0.26711236409646977,-0.23854805835958767,-0.0865188619529558,-0.41008199168797266,-0.406357439529351,-0.1922014779727615,-0.43657072248909246,-0.39486853623418966,0.5856079404466501,0.7847597600646542,0.09334521933953875,False,False,False,False,False
