gene,mitochondrial,mtdna_encoded,reference_only,mean_log_expr_training,clamp_delta,score_emt,score_migration_independent,score_invasion_independent,score_epithelial,z_emt,z_migration_independent,z_invasion_independent,z_epithelial,z_combined,z_combined_count_only,z_combined_quintile,z_combined_half_a,z_combined_half_b,p_empirical,fdr_bh,spearman_with_epithelial_state,direction_primary,direction_count_only,direction_quintile,stable_halves,called
NDUFB6,True,False,False,0.40630560385829934,-0.43875280910481074,0.012022985527105002,0.006325406885795311,0.010255752698592819,0.00937406214970271,0.3417173056341847,0.29700768030261454,0.2813476694973989,0.2705259555335657,0.6495466999006323,0.6561547585440695,1.2813042731120639,0.8132718790717828,0.4552159303507066,0.304590570719603,0.7847597600646542,0.0856680581417379,False,False,False,True,False
SHMT2,True,False,False,0.350938720086679,-0.402722728165704,0.014626864789872733,0.004854014997989466,0.00989387738968081,0.008544969296806856,0.46308043593608744,0.13782402280304168,0.26095340763233277,0.2274533616816978,0.6344045046897641,0.6430174989434345,1.0639021309823475,0.8265452860313096,0.39584059500274793,0.30893300248138955,0.7847597600646542,0.13482695889788118,False,False,False,True,False
TIMM44,True,False,False,0.224303674045402,-0.2589763282037776,0.016982810354449655,0.0060092745207358245,0.012024382843947256,0.01574190138639505,0.5728877271674104,0.26280665843943063,0.38102262780072715,0.6013445751827827,0.6153724382247855,0.6129053530032034,1.8472881625462156,0.43519223025647336,0.6870751771415041,0.31265508684863524,0.7847597600646542,0.20413702248693394,False,False,False,True,False
MRPS23,True,False,False,0.2649143615486927,-0.30571562254295476,0.01163285823849167,0.006067406483949472,0.01019505231996093,0.00936178773488946,0.32353402438942325,0.26909570937050387,0.2779267690196921,0.26988828162023515,0.600668221159384,0.6071294415631208,1.3630150210302139,0.3021589810784774,0.8232822399552927,0.31389578163771714,0.7847597600646542,0.10600258730602756,False,False,False,True,False
AFG3L2,True,False,False,0.24554814950457848,-0.27512862210735484,0.01364479437939263,0.005686544834853672,0.01031929837723522,0.010849058442068519,0.4173075228456192,0.22789190037384305,0.28492892298087874,0.3471541836170419,0.5829741625832989,0.5728758673043106,1.381895324183858,0.6510841401926908,0.43647590849523377,0.31699751861042186,0.7847597600646542,0.141764526559404,False,False,False,True,False
MRPS10,True,False,False,0.3177798300190657,-0.3447966978334623,0.01439626713948779,0.006427182193634982,0.010743969339422264,0.013627113177234227,0.45233260553890026,0.30801831987411776,0.30886216903563546,0.4914782154647531,0.5777348789839004,0.5852852821757852,1.4510939709102615,0.375808559288725,0.7182356835004688,0.3194789081885856,0.7847597600646542,0.12416101936801348,False,False,False,True,False
MRPL28,True,False,False,0.31338215844690875,-0.3590280294537975,0.009064012810444177,0.0046472781287440566,0.0068073630695934155,0.0011335125272953466,0.20380377158261917,0.11545803637941825,0.08700625029962583,-0.15758272464908887,0.5638507829107521,0.567422373673119,1.0934031941168916,0.6301926340283669,0.4388227930564573,0.3213399503722084,0.7847597600646542,0.07015381889073352,False,False,False,True,False
ISCA1,True,False,False,0.34977568543876786,-0.3873292960883644,0.013144780533643818,0.005710380935757153,0.011382436745108502,0.012168100232498088,0.394002584562933,0.23047062719284372,0.34484437379843874,0.4156803458127136,0.5536372397415019,0.4956295372551044,1.16020142930477,0.36170936023923467,0.6861054321311533,0.3225806451612903,0.7847597600646542,0.10477325353360173,False,False,False,True,False
MRPS18C,True,False,False,0.2917288336461387,-0.32355740844919056,0.012683562936186527,0.006334027275588994,0.008785030866542757,0.01054969383228381,0.37250588455148825,0.2979402837699864,0.19846197535131918,0.3316017515753929,0.5373063920974008,0.5425248767865913,1.4975656477181376,0.3527838828533621,0.6435111975975991,0.32444168734491313,0.7847597600646542,0.10107092170411272,False,False,False,True,False
COX7C,True,False,False,2.118889920834764,-0.6359452389611965,0.021955351107999815,0.00014357956841831027,0.001575196622666029,-0.001764679701124594,0.8046508200395323,-0.37177803923690483,-0.20786375053316408,-0.3081480760730661,0.5331571063425294,0.5804224703466252,0.7028141855694982,0.23664001992743444,0.7777807583665033,0.32444168734491313,0.7847597600646542,0.20713586070406742,True,True,False,True,False
TXN2,True,False,False,0.4966807529834388,-0.5333560005694538,0.015310649096196853,0.004437672558780734,0.009234744719273802,0.009540527606183687,0.4949506555170837,0.09278169737309154,0.22380656740021979,0.2791740809785351,0.5323648393118598,0.5485904896402729,0.7775627339860384,0.2002472190377978,0.8291633644659961,0.32444168734491313,0.7847597600646542,0.11908655998056861,False,False,False,True,False
NDUFAF3,True,False,False,0.49989323306269107,-0.5340128430799711,0.010893328541102802,0.005562462628919302,0.006396951263610199,0.004855107027712088,0.2890655909602432,0.21446797195956963,0.06387660968142145,0.035759586574442295,0.5316505860267918,0.5263089752336484,0.6607276442341159,0.7018882425983287,0.37560195305093447,0.32444168734491313,0.7847597600646542,0.07578670605976418,False,False,False,True,False
TOMM20,True,False,False,1.0120406546711689,-0.9588559530124001,0.01777587207788706,0.003910883812399689,0.008509248987890766,0.009997332294763052,0.6098512126312795,0.035790653672560624,0.18291969403961966,0.30290575681204945,0.5256558035314103,0.537263179559817,0.38580837037550686,-0.025071634854117425,1.0449463272673054,0.32568238213399503,0.7847597600646542,0.09302316835097481,False,False,False,False,False
ECHS1,True,False,False,0.47916393272227287,-0.5226107851932603,0.01039927651058825,0.004021360683383703,0.005845892689146969,0.0009664465946053523,0.26603852445504567,0.047742678512502065,0.032820517724272004,-0.1662620457168144,0.5128637664086342,0.5436629634177503,0.7469993678035041,0.542253423492742,0.47648956918878516,0.3294044665012407,0.7847597600646542,0.08111691521764486,False,False,True,True,False
NDUFA12,True,False,False,0.6045692387911393,-0.6264224009285511,0.0065734023573569885,0.004791547394208878,0.0052411543306628795,-0.0013823598743781555,0.08771994032693621,0.13106591727898828,-0.0012608139914921568,-0.2882859984282665,0.5058110420426989,0.4934201221270703,0.6857453619681464,0.6448688131837967,0.34933870328834116,0.33188585607940446,0.7847597600646542,0.053749742539625396,True,True,True,True,False
ALDH3A2,True,False,False,0.23221625962621129,-0.27410199011059494,0.016300690489616333,0.0040376183018345805,0.008867155537967783,0.00979398149423058,0.5410950848506199,0.049501521407240616,0.20309028795894102,0.29234138346086874,0.5013455107559328,0.4999346027827555,1.275877415725604,0.5552198380231711,0.38235406546030704,0.3325062034739454,0.7847597600646542,0.21019538842691263,False,False,False,True,False
HINT2,True,False,False,0.2677395461923322,-0.2964928135114545,0.009505942450164345,0.005272590547610868,0.010035220823389163,0.007570924303306333,0.2244014871589638,0.18310793899207864,0.26891912103959004,0.17685029080495068,0.4995782563856818,0.4999936724069095,1.3662080268425028,0.38646619260079107,0.5335694603729774,0.33312655086848636,0.7847597600646542,0.09715132966150329,False,False,False,True,False
NDUFA4,True,False,False,1.7297147687163994,-0.7199097330241239,0.005620824533716604,0.0033851021712927865,0.0011288512554133263,-0.009300315411866027,0.043321635003713055,-0.02109143557310771,-0.23301850433324767,-0.6996354411500988,0.48884713624745646,0.5205599465814588,0.5160844505471651,0.81253979635672,0.13990837577789061,0.3356079404466501,0.7847597600646542,0.03898077792471741,True,True,True,True,False
UQCRQ,True,False,False,2.3670931166949702,-0.5250779549177121,0.014931153762198638,0.005655602253263026,0.008046320306034135,0.01139639394169114,0.4772629146423265,0.22454435350281668,0.15683035185427122,0.3755890683149513,0.48304855168446303,0.3840576811603541,0.35031776229805844,0.6951674560177452,0.18293595417085473,0.337468982630273,0.7847597600646542,0.1387089505024286,False,False,False,True,False
ABCE1,True,False,False,0.27004296540339795,-0.28264719532620286,0.011647445814898499,0.006232617612396831,0.00980127699897036,0.01168161016895845,0.32421393069750953,0.2869692017445169,0.25573471331844255,0.3904064710631934,0.4765113746972756,0.469496475058555,1.2182263459788074,0.5533778017957153,0.32359500135716623,0.3399503722084367,0.7847597600646542,0.11837294665781065,False,False,False,True,False
UQCRH,True,False,False,2.3740986590271302,-0.5207289236135828,0.018833577523752854,0.0024925138657912555,0.007487271648620023,0.008172895554283261,0.6591493677658607,-0.11765678453867742,0.1253239615760957,0.20812358319104132,0.4586929616122377,0.40723881884043256,0.6997972777289089,0.6620231486474157,0.1358903058945206,0.3436724565756824,0.7847597600646542,0.185478409776311,False,False,False,True,False
SLC25A11,True,False,False,0.28089184449852633,-0.3195011538255149,0.011919230529285802,0.0049979980146469885,0.008791546753136625,0.0088006866416689,0.33688143190537717,0.153400935656316,0.198829192163867,0.24073825407662047,0.4483733056489397,0.4557861196011998,1.307474865032548,0.22898782893807942,0.6005477604010101,0.34615384615384615,0.7847597600646542,0.08753792987392106,False,False,False,True,False
THOP1,True,False,False,0.23476985606982725,-0.2727111208487879,0.01274609567230553,0.005420526828551249,0.010032162467863225,0.011839123865525568,0.3754204469546921,0.1991125387673912,0.26874676083170523,0.3985895394066785,0.44469020714711005,0.43738454210470296,1.1574779811849107,0.382538560195008,0.4264899165413613,0.34615384615384615,0.7847597600646542,0.1512442014423217,False,False,False,True,False
RRAS2,True,False,False,0.4416998770330792,-0.47391045354151873,0.011606948289889677,0.004518851831568438,0.009601296377588553,0.00860881169503662,0.3223263983242435,0.10156413912949704,0.24446437500035922,0.2307700682241256,0.4375848442299741,0.424272126999445,0.9842887292601921,0.48769801683254194,0.3653755738491382,0.34925558312655086,0.7847597600646542,0.1143058100555021,False,False,False,True,False
MRPL22,True,False,False,0.28020803954423157,-0.3212669815011147,0.009980505375396541,0.005442688499877947,0.008802840883132502,0.008207395926964787,0.2465201940264199,0.20151011614111725,0.1994656971671139,0.20991592832471254,0.43758007900993856,0.43304059803642436,1.1890208570723897,0.5378391067527052,0.28501438426520986,0.34925558312655086,0.7847597600646542,0.09904790604368265,False,False,False,True,False
MRPL40,True,False,False,0.3332491073492222,-0.37124828937229265,0.008279456829810128,0.004218162163983381,0.007957457019550992,0.003848674189875563,0.1672367267628761,0.06903379731152168,0.1518222700921406,-0.016526080479499633,0.4046188746460381,0.40673041627634315,1.0922163714298203,0.5400373753091502,0.2046389366750343,0.3573200992555831,0.7847597600646542,0.08029002840988858,False,False,False,True,False
TIMM9,True,False,False,0.3747658086133237,-0.41982416163726316,0.01633239084120221,0.005107654952815484,0.01166398425196475,0.0169470298443176,0.5425725934106918,0.16526425543708195,0.3607115894964267,0.6639527721128632,0.40459566623133714,0.37629321739295707,0.9600886264299122,0.2630383136931266,0.509604444848957,0.3573200992555831,0.7847597600646542,0.10776463476811207,False,False,False,True,False
MFF,True,False,False,0.4519056809601135,-0.4768169952728818,0.00973428061799416,0.00484000036527352,0.009426544960314994,0.008107392981111378,0.23504400626938218,0.1363078390366869,0.23461588277831877,0.20472062811715505,0.40124709996723273,0.3819967469713068,0.5794839213567975,0.5554790850679003,0.22211338684987025,0.3579404466501241,0.7847597600646542,0.06521664970354377,False,False,False,True,False
GOT2,True,False,False,0.3766494445381866,-0.4195224133662765,0.012103137298891708,0.0036241513761233533,0.008334891972189284,0.006723226101800602,0.3454530663748493,0.004770285605767907,0.17309342916700823,0.13281112171202678,0.3905056594355987,0.38670315300416824,0.8365558474578246,0.3665247881892573,0.3664464087557744,0.3598014888337469,0.7847597600646542,0.16426837274667602,False,False,False,True,False
CISD2,True,False,False,0.5748541843565708,-0.5941548329221528,0.009804835793635,0.00837565335348437,0.011884453483334459,0.01844554460699112,0.23833248323419778,0.5188151635482945,0.37313660752615085,0.7418028193400492,0.3884814349685939,0.4044900412673056,0.5697762802973909,-0.12697311337122452,0.8770099999259713,0.3616625310173697,0.7847597600646542,0.03112256934141604,False,False,False,False,False
SDHAF3,True,False,False,0.2020971038995167,-0.2398453490733206,0.013013898848749485,0.004430290611429393,0.009278779767475464,0.010287203682504081,0.3879023743092978,0.091983075749176,0.2262882573142556,0.3179650019977211,0.38820870537500834,0.38688218764511323,1.3854362186219085,0.283823778267903,0.37639981071811207,0.3616625310173697,0.7847597600646542,0.15343902523082914,False,False,False,True,False
COASY,True,False,False,0.27805443280902103,-0.3093579314469188,0.012572799358271831,0.004428128525854193,0.009185824178550257,0.00991284387353922,0.367343350815236,0.09174916886648908,0.22104954504051189,0.29851645899112517,0.38162560573111176,0.3706721180684439,1.047461618432467,0.36547597859173353,0.34824969568141023,0.3629032258064516,0.7847597600646542,0.11476762986409696,False,False,False,True,False
ATAD3A,True,False,False,0.17799912741954457,-0.21272888775842194,0.009484505563642732,0.004650102460371616,0.008707112081535073,0.007360742549963193,0.22340234419201063,0.11576358885812406,0.19407069452469367,0.16593103940240636,0.367305588172422,0.3670791703443059,1.5948862263559365,0.0846569577640083,0.5441688967729057,0.36600496277915634,0.7847597600646542,0.12593397313080054,False,False,False,True,False
MTX2,True,False,False,0.2686842601954842,-0.3111157725708427,0.01144644025949555,0.004550856260472637,0.008672584045641349,0.009134343265855516,0.3148453460013648,0.10502656276481594,0.19212479275035005,0.25807220673268166,0.3539244947838492,0.3623511979593892,1.0879272823078423,0.3710735408606303,0.27240373723868244,0.3709677419354839,0.7847597600646542,0.11992419315915079,False,False,False,True,False
MCUR1,True,False,False,0.37352668603605355,-0.4057461028845237,0.009795800734790396,0.006120221714353574,0.00789848553672303,0.010157918152662038,0.23791137191789294,0.2748095654934602,0.14849880525840936,0.3112484284579063,0.3499713142118563,0.27351839373119263,0.5874950267802989,0.32779631296199263,0.3476562402896862,0.37220843672456577,0.7847597600646542,0.06215617541381505,False,False,False,True,False
GRPEL1,True,False,False,0.1721469965785427,-0.2078035448179976,0.01036921064972179,0.004420664815679629,0.007483215067778437,0.0067142137398996694,0.2646371971960788,0.09094170166896669,0.12509534423215796,0.13234291624812838,0.3483313268490751,0.3498578579111705,1.596338785837381,0.352533142243848,0.20423339261009268,0.37220843672456577,0.7847597600646542,0.12443905910745966,False,False,False,True,False
MPST,True,False,False,0.7164611998238326,-0.7254966489766559,0.011209643490838219,0.004040215479049164,0.009187460709051416,0.008657287965791167,0.303808583467651,0.04978249901192786,0.22114177523906056,0.23328848183047965,0.3414443758881598,0.33818784707224686,0.20476022226377819,0.37972975072666665,0.2895397227422186,0.37344913151364767,0.7847597600646542,0.11562356947510812,False,False,False,True,False
ECI1,True,False,False,0.2731949051063167,-0.3168153617218673,0.012275236734418101,0.00427775875963584,0.005168592634940966,0.006098124529477797,0.3534743776995813,0.07548130062393181,-0.005350184521841857,0.10033617509201727,0.323269318709654,0.329121691746544,1.2066232576258442,0.11925843994357602,0.4712618067778849,0.37965260545905705,0.7847597600646542,0.14230310098458088,False,False,False,True,False
COX5B,True,False,False,1.4054603606303064,-0.8651793882725838,0.011677494682619081,0.002764808755290034,-0.003375529701543197,-0.006771658336110423,0.325614465929977,-0.08819835351966862,-0.4868725875321812,-0.568267984737645,0.3188115096157721,0.33755105731514734,0.25337881054909067,0.28725921168403656,0.3551724844953503,0.38089330024813894,0.7847597600646542,0.054666192546529456,False,False,False,True,False
STARD7,True,False,False,0.38748462690130503,-0.406284882828475,0.009807009494574427,0.005761693191079014,0.011563141077306577,0.014121832176459131,0.2384337963611623,0.23602188280623845,0.35502835535296795,0.5171795955333299,0.31230443898703875,0.2711687449486041,0.6225699241556771,0.20168337519303947,0.4036332944447412,0.38213399503722084,0.7847597600646542,0.07454056444190453,False,False,False,True,False
LYRM4,True,False,False,0.5597918159025631,-0.5879771172499354,0.012412776774682516,0.00517615685023083,0.01092930089783015,0.014772262233131495,0.35988492448146103,0.1726751856363071,0.3193069278819769,0.550970394190251,0.3008966438094941,0.2765743626368893,0.5092678847429809,-0.16463301428080468,0.7405643737111407,0.38275434243176176,0.7847597600646542,0.05446217369693856,False,False,False,False,False
COX7A2,True,False,False,1.676932065189901,-0.6981638007760209,0.0012651182272396038,0.00497328144143901,0.00525503960282733,-0.00178235454264547,-0.1596916765535599,0.1507269542671912,-0.0004782795946555461,-0.3090663101014572,0.2996233082204329,0.2951511153443742,0.33921090750176697,0.49258712481696615,0.07061422444813134,0.38337468982630274,0.7847597600646542,-0.030683093507110692,True,True,True,True,False
MRPL33,True,False,False,0.703915941474043,-0.7159620716843975,0.005938822319606194,0.004883583832524049,0.008604732558788816,0.006013561940669505,0.0581430621245747,0.14102294979742225,0.18830087617818864,0.09594302415593074,0.29152386394425484,0.22352699684911437,0.6025203447782911,0.18653513815185424,0.3944186041762463,0.38523573200992556,0.7847597600646542,0.0488179118187041,False,False,False,True,False
NDUFB3,True,False,False,0.43888654819403516,-0.47016379990942886,0.0067477038292455375,0.003968582919310671,0.006509480817643479,0.002924831614040003,0.09584388545261709,0.042032875713247174,0.07021845488609621,-0.06452106187759286,0.27261627792955334,0.26845329660402634,0.5545895326415593,0.0834240138637853,0.43590683004157926,0.3920595533498759,0.7847597600646542,0.044567193189949963,False,False,False,True,False
CHCHD4,True,False,False,0.14756460476356503,-0.17374496630045758,0.010317031464341346,0.004544017214165117,0.008724007278438263,0.009758188112967834,0.2622051991518827,0.1042866753058308,0.19502285970816927,0.29048186462853237,0.27103286953735034,0.24446874880327585,1.8572885822644123,0.19454997745910618,0.22157206666538432,0.3920595533498759,0.7847597600646542,0.15646609462185845,False,False,False,True,False
TMEM126B,True,False,False,0.2367947786189862,-0.26389019566429917,0.008422444122165102,0.005016780328915397,0.010326093300542231,0.010899478002818127,0.1739011622617585,0.1554329147003286,0.2853118655079411,0.3497735539985042,0.26487238847152395,0.26576560529793014,1.0160484112953188,0.07713476907612743,0.3717505488690394,0.3926799007444169,0.7847597600646542,0.08244666005593657,False,False,False,True,False
MRPL42,True,False,False,0.25205090001581987,-0.27888085862374934,0.010364997001015489,0.004752238604695015,0.007615373203502321,0.009259843036887028,0.2644408049883826,0.12681326580078245,0.13254340040281867,0.26459210453093435,0.2592053666610494,0.2557950128315658,0.7363384056513566,0.3618133008398876,0.09598884927895884,0.3951612903225806,0.7847597600646542,0.10396774066201449,False,False,False,True,False
MPC1,True,False,False,0.1963125493906254,-0.23135487724014794,0.010743589244074751,0.0043934657569871275,0.008249936035198774,0.009570696460088485,0.28208645407153266,0.08799915068774958,0.168305554494968,0.28074139733722636,0.2576497619170238,0.2502816310916134,1.0654106779531438,0.23830143164948978,0.18175649498476992,0.3951612903225806,0.7847597600646542,0.1454066287088788,False,False,False,True,False
TIMM17A,True,False,False,0.3434987525600597,-0.36523885378970333,0.005774524953094182,0.004794735331936839,0.007426258278091058,0.005291204086147362,0.05048539420372711,0.13141080676194877,0.12188542176640509,0.05841547054735163,0.24536615218472935,0.22719598528176282,0.37097238520190634,0.13192425404419575,0.3192072081993325,0.3988833746898263,0.7847597600646542,0.06206175622008966,False,False,False,True,False
MRPL9,True,False,False,0.3677964430526252,-0.4108718229211485,0.008179848310428041,0.004155294823585896,0.006802206056323133,0.005491624490044495,0.1625941145305031,0.062232445975634196,0.0867156157178082,0.06882760548077499,0.24271457074317054,0.2512153334389491,0.8216812652643094,0.16970714893822006,0.2851318922231797,0.3988833746898263,0.7847597600646542,0.09185460809453824,False,False,False,True,False
NDUFAF4,True,False,False,0.14080580148792823,-0.17061177123859944,0.010723479926808596,0.004165083353865572,0.009034043405061913,0.010343656055420473,0.2811491872302658,0.06329142561550957,0.21249561288661561,0.32089778584950446,0.23603843988288642,0.2307821330608526,1.5798153567987998,0.17432288601567125,0.17606276859211878,0.39950372208436724,0.7847597600646542,0.14190457637443218,False,False,False,True,False
ETFA,True,False,False,0.34975149612988815,-0.38455687013923867,0.009715061817731086,0.003065719604829068,0.004232734560313488,0.0019539786215491788,0.2341482451663522,-0.05564408296272257,-0.058092480479730264,-0.1149583036043415,0.23536998532824085,0.23398351759211442,0.8616941773653108,0.507056807546051,-0.053012189802957466,0.39950372208436724,0.7847597600646542,0.1175493087006387,False,False,False,False,False
DGUOK,True,False,False,0.8927959206782532,-0.8815283420146376,0.004300606230029416,0.004913211540179187,0.005940557111230955,0.0028062877746710367,-0.01821187321549561,0.14422824602540799,0.038155534968444926,-0.07067958878920036,0.23485149656755766,0.22457870371307026,0.15135815900329005,0.12433376419079423,0.3431651681653385,0.39950372208436724,0.7847597600646542,0.015269068851633342,False,False,False,True,False
NDUFV1,True,False,False,0.42787669482867513,-0.47688001182630685,0.007651737902812925,0.0034128070268746257,0.003819123914671186,0.00040481017933942614,0.13797963523046902,-0.01809416456831027,-0.08140239859149422,-0.19543988402849866,0.2339229560991632,0.2526987802715318,0.6976117205367841,0.3258183725705044,0.1195888077115891,0.39950372208436724,0.7847597600646542,0.10013380537532336,False,True,False,True,False
SUCLG1,True,False,False,0.3436928785471406,-0.3849361999245342,0.007584594004232743,0.0026644901750037604,0.004572845090658391,-0.0002657329861014654,0.1348501530655768,-0.09905139590591343,-0.03892481955316759,-0.23027558828563016,0.22714952589212595,0.2303256960080858,0.7028346952873579,0.2383429076141353,0.17524359821736563,0.4032258064516129,0.7847597600646542,0.07424322101116705,True,True,False,True,False
NUDT1,True,False,False,0.27244709835321756,-0.3070615045055901,0.00689508581476601,0.003993744368412891,0.007522999034935335,0.005101349624748807,0.10271315138542458,0.04475498634147243,0.12733745532470075,0.04855225187621892,0.22625334117537887,0.22895258503452334,1.017064019864919,0.13395381437752832,0.2653526293051399,0.4032258064516129,0.7847597600646542,0.057148770772281594,False,False,False,True,False
PGRMC1,True,False,False,0.381937012012043,-0.4061342299384078,0.004605939503654793,0.004353341546640255,0.007809504843386602,0.004235125603564885,-0.003980721102430593,0.08365828228264921,0.1434841067803777,0.0035506391872796653,0.21961102877331667,0.22184229205286177,0.7672923019820075,0.2385798515964624,0.165276401372063,0.4057071960297767,0.7847597600646542,0.04834613928655285,False,False,False,True,False
MRPL24,True,False,False,0.24407861680785375,-0.2828297896263819,0.00897586151143413,0.0038242531885352643,0.0066861892181936675,0.005991901906665537,0.19969516419017544,0.026418453327774895,0.08017723711252836,0.09481775351318918,0.2114731011172895,0.2074752861657279,0.7295264152763817,0.1521486496056727,0.19803191425550906,0.40818858560794047,0.7847597600646542,0.09530657684849708,False,False,False,True,False
BAD,True,False,False,0.5649934544284646,-0.589280994577981,0.00439807025775028,0.004854005897186854,0.007253595795633192,0.00471743224802156,-0.013669212706934771,0.13782303822574593,0.1121546559617275,0.028607179158863703,0.20770130232167494,0.22337600817021658,0.5051628714829169,0.8660984884252824,-0.44940342932650756,0.4106699751861042,0.7847597600646542,0.04202721640579413,False,False,False,False,False
IARS2,True,False,False,0.3172148058245154,-0.34763769310042103,0.01072665012727884,0.003575558527600391,0.006702404484166136,0.007359157974730129,0.28129694579121545,-0.00048676890181312683,0.08109108332504969,0.1658487183870905,0.1960525418273615,0.1487285733322183,0.6710530666091753,0.11855844573345098,0.2353528890147046,0.4174937965260546,0.7847597600646542,0.1467313612057086,False,False,False,True,False
FH,True,False,False,0.19901272933356265,-0.23588512324963892,0.007829438157134909,0.003447922748138917,0.006084238833709519,0.003944065289255656,0.14626199279916707,-0.014295143387813567,0.04625302767183383,-0.011570372483307282,0.1897902495664946,0.18716145318428207,1.2118503320883942,0.09977643258441432,0.22275381833872906,0.41873449131513646,0.7847597600646542,0.11129029421451621,False,False,False,True,False
TMEM14C,True,False,False,0.8080248698752808,-0.8080895971335409,0.0017080210705503873,0.003836736777401884,0.003492781832076395,-0.003510320927736351,-0.13904860133406016,0.027768999943518977,-0.09979410901252085,-0.39883670678831556,0.1877629963852535,0.22919740283624834,-0.014385685603625076,0.11793558711395977,0.256778111618458,0.41873449131513646,0.7847597600646542,-0.018676320016384668,True,True,False,True,False
UQCRC2,True,False,False,0.49544064962233797,-0.5272394974637313,0.00461144972576227,0.0022306178836059686,0.002693656873373463,-0.0046269819853131475,-0.0037238974419850977,-0.14599020181126063,-0.14483051594422622,-0.456848892076378,0.16230427687890608,0.16642787800053144,0.29559145261009895,0.18020418411726447,0.12395919073376177,0.4286600496277916,0.7847597600646542,0.039009789267125325,True,True,True,True,False
NDUFA9,True,False,False,0.2719979047987733,-0.3086562395326833,0.008284375754214307,0.0034113451959095382,0.003989160045408792,0.002622033427366296,0.16746599087352274,-0.01825231387006818,-0.07181964649046993,-0.08025187329168783,0.15764590380467247,0.16114349031161668,0.6015567345399937,0.18472145015547387,0.07453377574146751,0.4292803970223325,0.7847597600646542,0.10724419208975162,False,False,False,True,False
SLC25A33,True,False,False,0.13520864470633037,-0.16061483983235048,0.009112427918773792,0.0037193625041108593,0.008047441184494932,0.008478016363873384,0.20606033131824314,0.015070774356125244,0.1568935213722943,0.22397505828375855,0.15404956876290413,0.13936894071212313,1.7601977276723022,0.02638943971120994,0.14796221210790472,0.4299007444168734,0.7847597600646542,0.16001434896050543,False,False,False,True,False
APEX1,True,False,False,0.625056051622914,-0.6557358280568062,0.008552521457012942,0.0029948219029866147,0.005969551394510867,0.004217152328364244,0.17996388289715487,-0.06331420509750298,0.03978957020444444,0.0026169010900314593,0.15382234691406488,0.2015837463945288,0.1689564786757442,0.35962470375307437,-0.038880685394249936,0.4305210918114144,0.7847597600646542,0.007316789388887192,False,False,False,False,False
NDUFA5,True,False,False,0.3306661469204135,-0.3532660647044325,0.0072764593610235,0.004433308673439688,0.005876699215952189,0.006088884918270268,0.12048843307761381,0.0923095870976079,0.034556685844467284,0.09985616369220722,0.14749854232748177,0.14204090465817104,0.5901582423225851,0.1034509986684824,0.16493548940345545,0.4317617866004963,0.7847597600646542,0.04442106861727634,False,False,False,True,False
TMEM11,True,False,False,0.2185999097517932,-0.2508169890751784,0.006772270478384204,0.00382046047413731,0.007202695431312195,0.0062638080244146604,0.09698890222936579,0.026008135617910426,0.10928605638219081,0.1089436764839874,0.12333941774547963,0.10981141469785721,0.6210713258685411,-0.0849759168636258,0.2499212035859832,0.4392059553349876,0.7847597600646542,0.0703358783029442,False,False,False,False,False
ACAT2,True,False,False,0.3330216488480398,-0.3782392605325462,0.0009182494772785954,0.00406225246031197,0.002802675312090647,-0.003141879593678819,-0.17585873848347056,0.05216658669566115,-0.13868654719984433,-0.37969563726314626,0.1173169382754925,0.1208790721807318,0.5113012746620469,-0.016059820941175418,0.22173581599770542,0.44168734491315137,0.7847597600646542,0.03950750319458119,True,True,False,False,False
ECSIT,True,False,False,0.21074783658110577,-0.23589972239470575,0.008309721331034966,0.0035448596566958193,0.006865363907812523,0.006911370727289462,0.16864731236805042,-0.0038079497457445878,0.090275012367395,0.14258551189135138,0.11252886309834947,0.11177469674644752,0.7939369376011118,0.16723931614039161,0.003580455150494141,0.4441687344913151,0.7847597600646542,0.10055462897502489,False,False,False,True,False
GHITM,True,False,False,0.7966757952458849,-0.7965614410073519,0.005864130627526612,0.0012951349672493855,-0.0014131629046894223,-0.008933637151297651,0.05466178797798133,-0.24719613708121066,-0.37627918327182497,-0.6805859658873383,0.11177243351228405,0.1806072585462699,-0.06768183545676376,0.3528930622641222,-0.12248650736717703,0.4441687344913151,0.7847597600646542,0.04306254936660516,False,False,False,False,False
TOMM5,True,False,False,0.29982764816484386,-0.33634955295050234,0.009023514670082318,0.004349586256286041,0.008128770414557632,0.010657461351602136,0.20191621052861822,0.08325201332159896,0.1614770051699861,0.33720043280127565,0.10944479621892761,0.06586120724803585,0.45887046381394947,-0.11390829523642482,0.28495965617225744,0.4447890818858561,0.7847597600646542,0.10460283315971824,False,False,False,False,False
MTX1,True,False,False,0.23137076150464853,-0.2729661772394586,0.0047365564318243,0.002763113176771168,0.005226566563962031,0.00046498671601113853,0.002107149214651817,-0.08838179097942876,-0.002082938979842601,-0.1923136243889185,0.10395604364429895,0.10674803611047327,0.7366978452993285,0.19092639691762864,-0.04344024550184969,0.445409429280397,0.7847597600646542,0.05470514699314193,False,False,False,False,False
COA3,True,False,False,0.3656457779325012,-0.39994294900692223,0.005553660196560823,0.005179290321576578,0.00529861082619069,0.006368338412694609,0.040191200225714284,0.17301418263202262,0.001977270472369671,0.11437418398846572,0.10080846934164087,0.08643420546804811,0.2251938402338921,0.3724124393835996,-0.18440949499824172,0.446029776674938,0.7847597600646542,0.02814095519894542,False,False,False,False,False
